"","x","y","cell","points"
"14619",845000,1102000,11972,86
"14620",853000,1102000,11973,74
"14621",861000,1102000,11974,66
"14622",869000,1102000,11975,41
"14623",877000,1102000,11977,19
"14624",885000,1102000,11978,26
"14625",893000,1102000,11979,35
"14627",909000,1102000,11982,28
"14628",917000,1102000,11983,43
"14629",925000,1102000,11984,57
"14630",933000,1102000,11985,12
"14803",-51000,1094000,12039,1
"14804",-43000,1094000,12040,60
"14805",-35000,1094000,12042,69
"14806",-27000,1094000,12043,72
"14807",-19000,1094000,12044,70
"14808",-11000,1094000,12045,78
"14809",-3000,1094000,12047,74
"14810",5000,1094000,12048,57
"14811",13000,1094000,12049,61
"14812",21000,1094000,12050,58
"14813",29000,1094000,12052,83
"14814",37000,1094000,12053,77
"14815",45000,1094000,12054,69
"14816",53000,1094000,12055,61
"14817",61000,1094000,12057,63
"14818",69000,1094000,12058,74
"14819",77000,1094000,12059,72
"14820",85000,1094000,12060,70
"14821",93000,1094000,12062,66
"14822",101000,1094000,12063,68
"14823",109000,1094000,12064,65
"14824",117000,1094000,12065,71
"14825",125000,1094000,12067,70
"14826",133000,1094000,12068,75
"14827",141000,1094000,12069,69
"14828",149000,1094000,12070,57
"14829",157000,1094000,12072,61
"14830",165000,1094000,12073,66
"14831",173000,1094000,12074,80
"14832",181000,1094000,12075,72
"14833",189000,1094000,12077,72
"14834",197000,1094000,12078,75
"14835",205000,1094000,12079,84
"14836",213000,1094000,12080,88
"14837",221000,1094000,12081,79
"14838",229000,1094000,12083,82
"14839",237000,1094000,12084,81
"14840",245000,1094000,12085,90
"14841",253000,1094000,12086,82
"14842",261000,1094000,12088,74
"14843",269000,1094000,12089,72
"14844",277000,1094000,12090,73
"14845",285000,1094000,12091,67
"14846",293000,1094000,12093,75
"14847",301000,1094000,12094,78
"14848",309000,1094000,12095,69
"14849",317000,1094000,12096,71
"14850",325000,1094000,12098,72
"14851",333000,1094000,12099,64
"14852",341000,1094000,12100,74
"14853",349000,1094000,12101,75
"14854",357000,1094000,12103,75
"14855",365000,1094000,12104,74
"14856",373000,1094000,12105,74
"14857",381000,1094000,12106,73
"14858",389000,1094000,12108,69
"14859",397000,1094000,12109,70
"14860",405000,1094000,12110,70
"14861",413000,1094000,12111,75
"14862",421000,1094000,12113,73
"14863",429000,1094000,12114,75
"14864",437000,1094000,12115,74
"14865",445000,1094000,12116,75
"14866",453000,1094000,12118,75
"14867",461000,1094000,12119,71
"14868",469000,1094000,12120,81
"14869",477000,1094000,12121,69
"14870",485000,1094000,12123,73
"14871",493000,1094000,12124,64
"14872",501000,1094000,12125,53
"14873",509000,1094000,12126,61
"14874",517000,1094000,12128,64
"14875",525000,1094000,12129,58
"14876",533000,1094000,12130,69
"14877",541000,1094000,12131,68
"14878",549000,1094000,12133,72
"14879",557000,1094000,12134,78
"14880",565000,1094000,12135,73
"14881",573000,1094000,12136,75
"14882",581000,1094000,12138,75
"14883",589000,1094000,12139,73
"14884",597000,1094000,12140,72
"14885",605000,1094000,12141,75
"14886",613000,1094000,12143,73
"14887",621000,1094000,12144,73
"14888",629000,1094000,12145,80
"14889",637000,1094000,12146,72
"14890",645000,1094000,12148,72
"14891",653000,1094000,12149,75
"14892",661000,1094000,12150,69
"14893",669000,1094000,12151,70
"14894",677000,1094000,12153,73
"14895",685000,1094000,12154,70
"14896",693000,1094000,12155,73
"14897",701000,1094000,12156,74
"14898",709000,1094000,12157,74
"14899",717000,1094000,12159,75
"14900",725000,1094000,12160,73
"14901",733000,1094000,12161,75
"14902",741000,1094000,12162,79
"14903",749000,1094000,12164,85
"14904",757000,1094000,12165,88
"14905",765000,1094000,12166,74
"14906",773000,1094000,12167,74
"14907",781000,1094000,12169,75
"14908",789000,1094000,12170,75
"14909",797000,1094000,12171,82
"14910",805000,1094000,12172,75
"14911",813000,1094000,12174,75
"14912",821000,1094000,12175,75
"14913",829000,1094000,12176,73
"14914",837000,1094000,12177,74
"14915",845000,1094000,12179,82
"14916",853000,1094000,12180,75
"14917",861000,1094000,12181,69
"14918",869000,1094000,12182,75
"14919",877000,1094000,12184,75
"14920",885000,1094000,12185,74
"14921",893000,1094000,12186,70
"14922",901000,1094000,12187,61
"14923",909000,1094000,12189,56
"14924",917000,1094000,12190,71
"14925",925000,1094000,12191,43
"14926",933000,1094000,12192,3
"15100",-43000,1086000,12247,76
"15101",-35000,1086000,12249,71
"15102",-27000,1086000,12250,70
"15103",-19000,1086000,12251,76
"15104",-11000,1086000,12252,84
"15105",-3000,1086000,12254,65
"15106",5000,1086000,12255,51
"15107",13000,1086000,12256,73
"15108",21000,1086000,12257,63
"15109",29000,1086000,12259,66
"15110",37000,1086000,12260,67
"15111",45000,1086000,12261,65
"15112",53000,1086000,12262,65
"15113",61000,1086000,12264,66
"15114",69000,1086000,12265,60
"15115",77000,1086000,12266,78
"15116",85000,1086000,12267,76
"15117",93000,1086000,12269,72
"15118",101000,1086000,12270,73
"15119",109000,1086000,12271,63
"15120",117000,1086000,12272,77
"15121",125000,1086000,12274,77
"15122",133000,1086000,12275,72
"15123",141000,1086000,12276,75
"15124",149000,1086000,12277,67
"15125",157000,1086000,12279,69
"15126",165000,1086000,12280,72
"15127",173000,1086000,12281,79
"15128",181000,1086000,12282,79
"15129",189000,1086000,12284,76
"15130",197000,1086000,12285,75
"15131",205000,1086000,12286,78
"15132",213000,1086000,12287,72
"15133",221000,1086000,12288,76
"15134",229000,1086000,12290,73
"15135",237000,1086000,12291,80
"15136",245000,1086000,12292,73
"15137",253000,1086000,12293,71
"15138",261000,1086000,12295,81
"15139",269000,1086000,12296,81
"15140",277000,1086000,12297,80
"15141",285000,1086000,12298,75
"15142",293000,1086000,12300,80
"15143",301000,1086000,12301,72
"15144",309000,1086000,12302,80
"15145",317000,1086000,12303,68
"15146",325000,1086000,12305,75
"15147",333000,1086000,12306,76
"15148",341000,1086000,12307,67
"15149",349000,1086000,12308,75
"15150",357000,1086000,12310,72
"15151",365000,1086000,12311,72
"15152",373000,1086000,12312,74
"15153",381000,1086000,12313,64
"15154",389000,1086000,12315,71
"15155",397000,1086000,12316,67
"15156",405000,1086000,12317,73
"15157",413000,1086000,12318,74
"15158",421000,1086000,12320,75
"15159",429000,1086000,12321,73
"15160",437000,1086000,12322,77
"15161",445000,1086000,12323,76
"15162",453000,1086000,12325,74
"15163",461000,1086000,12326,71
"15164",469000,1086000,12327,64
"15165",477000,1086000,12328,69
"15166",485000,1086000,12330,70
"15167",493000,1086000,12331,66
"15168",501000,1086000,12332,65
"15169",509000,1086000,12333,64
"15170",517000,1086000,12335,62
"15171",525000,1086000,12336,55
"15172",533000,1086000,12337,56
"15173",541000,1086000,12338,66
"15174",549000,1086000,12340,72
"15175",557000,1086000,12341,81
"15176",565000,1086000,12342,72
"15177",573000,1086000,12343,73
"15178",581000,1086000,12345,75
"15179",589000,1086000,12346,74
"15180",597000,1086000,12347,73
"15181",605000,1086000,12348,73
"15182",613000,1086000,12350,72
"15183",621000,1086000,12351,72
"15184",629000,1086000,12352,51
"15185",637000,1086000,12353,49
"15186",645000,1086000,12355,49
"15187",653000,1086000,12356,49
"15188",661000,1086000,12357,60
"15189",669000,1086000,12358,72
"15190",677000,1086000,12360,70
"15191",685000,1086000,12361,64
"15192",693000,1086000,12362,74
"15193",701000,1086000,12363,72
"15194",709000,1086000,12364,74
"15195",717000,1086000,12366,71
"15196",725000,1086000,12367,70
"15197",733000,1086000,12368,68
"15198",741000,1086000,12369,77
"15199",749000,1086000,12371,74
"15200",757000,1086000,12372,75
"15201",765000,1086000,12373,75
"15202",773000,1086000,12374,74
"15203",781000,1086000,12376,39
"15204",789000,1086000,12377,47
"15205",797000,1086000,12378,81
"15206",805000,1086000,12379,71
"15207",813000,1086000,12381,71
"15208",821000,1086000,12382,74
"15209",829000,1086000,12383,74
"15210",837000,1086000,12384,75
"15211",845000,1086000,12386,77
"15212",853000,1086000,12387,54
"15213",861000,1086000,12388,73
"15214",869000,1086000,12389,73
"15215",877000,1086000,12391,75
"15216",885000,1086000,12392,74
"15217",893000,1086000,12393,74
"15218",901000,1086000,12394,72
"15219",909000,1086000,12396,62
"15220",917000,1086000,12397,64
"15221",925000,1086000,12398,37
"15222",933000,1086000,12399,25
"15395",-51000,1078000,12453,1
"15396",-43000,1078000,12454,45
"15397",-35000,1078000,12456,69
"15398",-27000,1078000,12457,63
"15399",-19000,1078000,12458,55
"15400",-11000,1078000,12459,63
"15401",-3000,1078000,12461,63
"15402",5000,1078000,12462,58
"15403",13000,1078000,12463,62
"15404",21000,1078000,12464,71
"15405",29000,1078000,12466,69
"15406",37000,1078000,12467,68
"15407",45000,1078000,12468,69
"15408",53000,1078000,12469,46
"15409",61000,1078000,12471,62
"15410",69000,1078000,12472,71
"15411",77000,1078000,12473,70
"15412",85000,1078000,12474,70
"15413",93000,1078000,12476,74
"15414",101000,1078000,12477,71
"15415",109000,1078000,12478,67
"15416",117000,1078000,12479,64
"15417",125000,1078000,12481,74
"15418",133000,1078000,12482,73
"15419",141000,1078000,12483,72
"15420",149000,1078000,12484,72
"15421",157000,1078000,12486,59
"15422",165000,1078000,12487,69
"15423",173000,1078000,12488,71
"15424",181000,1078000,12489,78
"15425",189000,1078000,12491,80
"15426",197000,1078000,12492,75
"15427",205000,1078000,12493,78
"15428",213000,1078000,12494,75
"15429",221000,1078000,12495,74
"15430",229000,1078000,12497,73
"15431",237000,1078000,12498,76
"15432",245000,1078000,12499,65
"15433",253000,1078000,12500,70
"15434",261000,1078000,12502,77
"15435",269000,1078000,12503,73
"15436",277000,1078000,12504,75
"15437",285000,1078000,12505,75
"15438",293000,1078000,12507,65
"15439",301000,1078000,12508,64
"15440",309000,1078000,12509,61
"15441",317000,1078000,12510,67
"15442",325000,1078000,12512,64
"15443",333000,1078000,12513,78
"15444",341000,1078000,12514,77
"15445",349000,1078000,12515,85
"15446",357000,1078000,12517,82
"15447",365000,1078000,12518,81
"15448",373000,1078000,12519,74
"15449",381000,1078000,12520,73
"15450",389000,1078000,12522,78
"15451",397000,1078000,12523,78
"15452",405000,1078000,12524,83
"15453",413000,1078000,12525,72
"15454",421000,1078000,12527,77
"15455",429000,1078000,12528,74
"15456",437000,1078000,12529,72
"15457",445000,1078000,12530,76
"15458",453000,1078000,12532,76
"15459",461000,1078000,12533,72
"15460",469000,1078000,12534,68
"15461",477000,1078000,12535,75
"15462",485000,1078000,12537,68
"15463",493000,1078000,12538,62
"15464",501000,1078000,12539,66
"15465",509000,1078000,12540,62
"15466",517000,1078000,12542,73
"15467",525000,1078000,12543,69
"15468",533000,1078000,12544,67
"15469",541000,1078000,12545,76
"15470",549000,1078000,12547,45
"15471",557000,1078000,12548,75
"15472",565000,1078000,12549,74
"15473",573000,1078000,12550,74
"15474",581000,1078000,12552,72
"15475",589000,1078000,12553,72
"15476",597000,1078000,12554,71
"15477",605000,1078000,12555,70
"15478",613000,1078000,12557,67
"15479",621000,1078000,12558,70
"15480",629000,1078000,12559,23
"15481",637000,1078000,12560,19
"15482",645000,1078000,12562,20
"15483",653000,1078000,12563,28
"15484",661000,1078000,12564,41
"15485",669000,1078000,12565,72
"15486",677000,1078000,12567,71
"15487",685000,1078000,12568,74
"15488",693000,1078000,12569,74
"15489",701000,1078000,12570,75
"15490",709000,1078000,12571,75
"15491",717000,1078000,12573,74
"15492",725000,1078000,12574,74
"15493",733000,1078000,12575,74
"15494",741000,1078000,12576,78
"15495",749000,1078000,12578,66
"15496",757000,1078000,12579,69
"15497",765000,1078000,12580,74
"15498",773000,1078000,12581,74
"15499",781000,1078000,12583,60
"15500",789000,1078000,12584,64
"15501",797000,1078000,12585,81
"15502",805000,1078000,12586,34
"15503",813000,1078000,12588,81
"15504",821000,1078000,12589,85
"15505",829000,1078000,12590,81
"15506",837000,1078000,12591,84
"15507",845000,1078000,12593,77
"15508",853000,1078000,12594,76
"15509",861000,1078000,12595,72
"15510",869000,1078000,12596,75
"15511",877000,1078000,12598,73
"15512",885000,1078000,12599,72
"15513",893000,1078000,12600,66
"15514",901000,1078000,12601,72
"15515",909000,1078000,12603,68
"15516",917000,1078000,12604,66
"15517",925000,1078000,12605,53
"15518",933000,1078000,12606,26
"15692",-43000,1070000,12661,13
"15693",-35000,1070000,12663,67
"15694",-27000,1070000,12664,60
"15695",-19000,1070000,12665,61
"15696",-11000,1070000,12666,69
"15697",-3000,1070000,12668,67
"15698",5000,1070000,12669,64
"15699",13000,1070000,12670,74
"15700",21000,1070000,12671,71
"15701",29000,1070000,12673,78
"15702",37000,1070000,12674,59
"15703",45000,1070000,12675,70
"15704",53000,1070000,12676,66
"15705",61000,1070000,12678,76
"15706",69000,1070000,12679,78
"15707",77000,1070000,12680,81
"15708",85000,1070000,12681,77
"15709",93000,1070000,12683,78
"15710",101000,1070000,12684,77
"15711",109000,1070000,12685,66
"15712",117000,1070000,12686,63
"15713",125000,1070000,12688,72
"15714",133000,1070000,12689,73
"15715",141000,1070000,12690,73
"15716",149000,1070000,12691,70
"15717",157000,1070000,12693,65
"15718",165000,1070000,12694,73
"15719",173000,1070000,12695,73
"15720",181000,1070000,12696,74
"15721",189000,1070000,12698,75
"15722",197000,1070000,12699,74
"15723",205000,1070000,12700,76
"15724",213000,1070000,12701,74
"15725",221000,1070000,12702,80
"15726",229000,1070000,12704,72
"15727",237000,1070000,12705,72
"15728",245000,1070000,12706,70
"15729",253000,1070000,12707,74
"15730",261000,1070000,12709,73
"15731",269000,1070000,12710,74
"15732",277000,1070000,12711,75
"15733",285000,1070000,12712,75
"15734",293000,1070000,12714,70
"15735",301000,1070000,12715,62
"15736",309000,1070000,12716,70
"15737",317000,1070000,12717,71
"15738",325000,1070000,12719,75
"15739",333000,1070000,12720,73
"15740",341000,1070000,12721,74
"15741",349000,1070000,12722,74
"15742",357000,1070000,12724,76
"15743",365000,1070000,12725,46
"15744",373000,1070000,12726,64
"15745",381000,1070000,12727,71
"15746",389000,1070000,12729,70
"15747",397000,1070000,12730,73
"15748",405000,1070000,12731,72
"15749",413000,1070000,12732,82
"15750",421000,1070000,12734,86
"15751",429000,1070000,12735,79
"15752",437000,1070000,12736,69
"15753",445000,1070000,12737,69
"15754",453000,1070000,12739,78
"15755",461000,1070000,12740,82
"15756",469000,1070000,12741,74
"15757",477000,1070000,12742,76
"15758",485000,1070000,12744,73
"15759",493000,1070000,12745,61
"15760",501000,1070000,12746,61
"15761",509000,1070000,12747,62
"15762",517000,1070000,12749,56
"15763",525000,1070000,12750,66
"15764",533000,1070000,12751,68
"15765",541000,1070000,12752,64
"15766",549000,1070000,12754,66
"15767",557000,1070000,12755,61
"15768",565000,1070000,12756,72
"15769",573000,1070000,12757,60
"15770",581000,1070000,12759,73
"15771",589000,1070000,12760,72
"15772",597000,1070000,12761,61
"15773",605000,1070000,12762,71
"15774",613000,1070000,12764,71
"15775",621000,1070000,12765,77
"15776",629000,1070000,12766,34
"15777",637000,1070000,12767,32
"15778",645000,1070000,12769,32
"15779",653000,1070000,12770,55
"15780",661000,1070000,12771,85
"15781",669000,1070000,12772,75
"15782",677000,1070000,12774,75
"15783",685000,1070000,12775,70
"15784",693000,1070000,12776,86
"15785",701000,1070000,12777,81
"15786",709000,1070000,12778,83
"15787",717000,1070000,12780,79
"15788",725000,1070000,12781,82
"15789",733000,1070000,12782,81
"15790",741000,1070000,12783,79
"15791",749000,1070000,12785,81
"15792",757000,1070000,12786,74
"15793",765000,1070000,12787,72
"15794",773000,1070000,12788,73
"15795",781000,1070000,12790,73
"15796",789000,1070000,12791,75
"15797",797000,1070000,12792,78
"15798",805000,1070000,12793,55
"15799",813000,1070000,12795,72
"15800",821000,1070000,12796,71
"15801",829000,1070000,12797,71
"15802",837000,1070000,12798,72
"15803",845000,1070000,12800,67
"15804",853000,1070000,12801,70
"15805",861000,1070000,12802,75
"15806",869000,1070000,12803,85
"15807",877000,1070000,12805,85
"15808",885000,1070000,12806,79
"15809",893000,1070000,12807,69
"15810",901000,1070000,12808,70
"15811",909000,1070000,12810,72
"15812",917000,1070000,12811,74
"15813",925000,1070000,12812,27
"15814",933000,1070000,12813,10
"15989",-35000,1062000,12870,5
"15990",-27000,1062000,12871,59
"15991",-19000,1062000,12872,45
"15992",-11000,1062000,12873,66
"15993",-3000,1062000,12875,73
"15994",5000,1062000,12876,77
"15995",13000,1062000,12877,78
"15996",21000,1062000,12878,74
"15997",29000,1062000,12880,79
"15998",37000,1062000,12881,70
"15999",45000,1062000,12882,66
"16000",53000,1062000,12883,67
"16001",61000,1062000,12885,70
"16002",69000,1062000,12886,63
"16003",77000,1062000,12887,78
"16004",85000,1062000,12888,72
"16005",93000,1062000,12890,72
"16006",101000,1062000,12891,72
"16007",109000,1062000,12892,78
"16008",117000,1062000,12893,67
"16009",125000,1062000,12895,73
"16010",133000,1062000,12896,75
"16011",141000,1062000,12897,79
"16012",149000,1062000,12898,77
"16013",157000,1062000,12900,64
"16014",165000,1062000,12901,70
"16015",173000,1062000,12902,74
"16016",181000,1062000,12903,78
"16017",189000,1062000,12905,71
"16018",197000,1062000,12906,72
"16019",205000,1062000,12907,70
"16020",213000,1062000,12908,72
"16021",221000,1062000,12909,73
"16022",229000,1062000,12911,77
"16023",237000,1062000,12912,68
"16024",245000,1062000,12913,75
"16025",253000,1062000,12914,77
"16026",261000,1062000,12916,73
